timestamp,open,high,low,close,volume
2026-09-14T06:50:00Z,3694.09,3699.08,3688.97,3693.96,1005
2026-09-14T06:55:00Z,3693.96,3698.93,3688.86,3693.83,1018
2026-09-14T07:00:00Z,3693.83,3698.77,3688.74,3693.69,1031
2026-09-14T07:05:00Z,3693.69,3698.60,3688.62,3693.54,1043
2026-09-14T07:10:00Z,3693.54,3698.42,3688.50,3693.38,1055
2026-09-14T07:15:00Z,3693.38,3698.22,3688.38,3693.22,1066
2026-09-14T07:20:00Z,3693.22,3698.01,3688.27,3693.05,1078
2026-09-14T07:25:00Z,3693.05,3697.79,3688.15,3692.88,1089
2026-09-14T07:30:00Z,3692.88,3697.55,3688.03,3692.70,1099
2026-09-14T07:35:00Z,3692.70,3697.31,3687.91,3692.52,1109
2026-09-14T07:40:00Z,3692.52,3697.05,3687.80,3692.33,1119
2026-09-14T07:45:00Z,3692.33,3696.78,3687.68,3692.13,1128
2026-09-14T07:50:00Z,3692.13,3696.50,3687.56,3691.93,1137
2026-09-14T07:55:00Z,3691.93,3696.21,3687.45,3691.73,1146
2026-09-14T08:00:00Z,3691.73,3695.91,3687.33,3691.52,1154
2026-09-14T08:05:00Z,3691.52,3695.61,3687.21,3691.30,1161
2026-09-14T08:10:00Z,3691.30,3695.29,3687.09,3691.08,1168
2026-09-14T08:15:00Z,3691.08,3694.97,3686.97,3690.86,1174
2026-09-14T08:20:00Z,3690.86,3694.64,3686.85,3690.63,1180
2026-09-14T08:25:00Z,3690.63,3694.30,3686.73,3690.40,1186
2026-09-14T08:30:00Z,3690.40,3693.96,3686.61,3690.16,1191
2026-09-14T08:35:00Z,3690.16,3693.61,3686.48,3689.93,1195
2026-09-14T08:40:00Z,3689.93,3693.26,3686.35,3689.68,1199
2026-09-14T08:45:00Z,3689.68,3692.90,3686.23,3689.44,1202
2026-09-14T08:50:00Z,3689.44,3692.53,3686.10,3689.19,1204
2026-09-14T08:55:00Z,3689.19,3692.21,3685.92,3688.94,1206
2026-09-14T09:00:00Z,3688.94,3692.08,3685.55,3688.69,1208
2026-09-14T09:05:00Z,3688.69,3691.94,3685.18,3688.43,1209
2026-09-14T09:10:00Z,3688.43,3691.80,3684.80,3688.18,1209
2026-09-14T09:15:00Z,3688.18,3691.66,3684.43,3687.92,1209
2026-09-14T09:20:00Z,3687.92,3691.52,3684.05,3687.66,1208
2026-09-14T09:25:00Z,3687.66,3691.37,3683.68,3687.39,1207
2026-09-14T09:30:00Z,3687.39,3691.21,3683.31,3687.13,1205
2026-09-14T09:35:00Z,3687.13,3691.06,3682.94,3686.87,1203
2026-09-14T09:40:00Z,3686.87,3690.89,3682.57,3686.60,1200
2026-09-14T09:45:00Z,3686.60,3690.73,3682.21,3686.34,1196
2026-09-14T09:50:00Z,3686.34,3690.56,3681.85,3686.07,1192
2026-09-14T09:55:00Z,3686.07,3690.38,3681.49,3685.80,1188
2026-09-14T10:00:00Z,3685.80,3690.20,3681.14,3685.54,1183
2026-09-14T10:05:00Z,3685.54,3690.02,3680.79,3685.27,1177
2026-09-14T10:10:00Z,3685.27,3689.83,3680.45,3685.01,1171
2026-09-14T10:15:00Z,3685.01,3689.64,3680.12,3684.74,1164
2026-09-14T10:20:00Z,3684.74,3689.44,3679.79,3684.48,1157
2026-09-14T10:25:00Z,3684.48,3689.24,3679.47,3684.22,1150
2026-09-14T10:30:00Z,3684.22,3689.03,3679.15,3683.96,1142
2026-09-14T10:35:00Z,3683.96,3688.81,3678.85,3683.70,1134
2026-09-14T10:40:00Z,3683.70,3688.60,3678.55,3683.44,1125
2026-09-14T10:45:00Z,3683.44,3688.37,3678.26,3683.19,1116
2026-09-14T10:50:00Z,3683.19,3688.15,3677.98,3682.94,1107
2026-09-14T10:55:00Z,3682.94,3687.92,3677.71,3682.69,1097
2026-09-14T11:00:00Z,3682.69,3687.68,3677.45,3682.44,1087
2026-09-14T11:05:00Z,3682.44,3687.44,3677.20,3682.20,1077
2026-09-14T11:10:00Z,3682.20,3687.20,3676.96,3681.96,1066
2026-09-14T11:15:00Z,3681.96,3686.95,3676.73,3681.72,1056
2026-09-14T11:20:00Z,3681.72,3686.70,3676.50,3681.48,1045
2026-09-14T11:25:00Z,3681.48,3686.44,3676.29,3681.25,1033
2026-09-14T11:30:00Z,3681.25,3686.18,3676.10,3681.03,1022
2026-09-14T11:35:00Z,3681.03,3685.92,3675.91,3680.80,1010
2026-09-14T11:40:00Z,3680.80,3685.66,3675.73,3680.59,998
2026-09-14T11:45:00Z,3680.59,3685.39,3675.56,3680.37,987
2026-09-14T11:50:00Z,3680.37,3685.13,3675.41,3680.16,975
2026-09-14T11:55:00Z,3680.16,3684.86,3675.26,3679.96,963
2026-09-14T12:00:00Z,3679.96,3684.59,3675.13,3679.76,951
2026-09-14T12:05:00Z,3679.76,3684.32,3675.00,3679.56,951
2026-09-14T12:10:00Z,3679.56,3684.05,3674.89,3679.38,965
2026-09-14T12:15:00Z,3679.38,3683.78,3674.79,3679.19,979
2026-09-14T12:20:00Z,3679.19,3683.51,3674.70,3679.02,993
2026-09-14T12:25:00Z,3679.02,3683.24,3674.62,3678.84,1007
2026-09-14T12:30:00Z,3678.84,3682.97,3674.55,3678.68,1021
2026-09-14T12:35:00Z,3678.68,3682.71,3674.49,3678.52,1034
2026-09-14T12:40:00Z,3678.52,3682.45,3674.44,3678.37,1048
2026-09-14T12:45:00Z,3678.37,3682.19,3674.39,3678.22,1061
2026-09-14T12:50:00Z,3678.22,3681.93,3674.36,3678.08,1074
2026-09-14T12:55:00Z,3678.08,3681.68,3674.34,3677.94,1087
2026-09-14T13:00:00Z,3677.94,3681.44,3674.33,3677.82,1100
2026-09-14T13:05:00Z,3677.82,3681.19,3674.32,3677.70,1112
2026-09-14T13:10:00Z,3677.70,3680.96,3674.32,3677.59,1124
2026-09-14T13:15:00Z,3677.59,3680.73,3674.34,3677.48,1136
2026-09-14T13:20:00Z,3677.48,3680.51,3674.36,3677.38,1147
2026-09-14T13:25:00Z,3677.38,3680.47,3674.20,3677.29,1158
2026-09-14T13:30:00Z,3677.29,3680.50,3674.00,3677.21,1169
2026-09-14T13:35:00Z,3677.21,3680.53,3673.81,3677.13,1179
2026-09-14T13:40:00Z,3677.13,3680.57,3673.62,3677.06,1189
2026-09-14T13:45:00Z,3677.06,3680.62,3673.45,3677.00,1198
2026-09-14T13:50:00Z,3677.00,3680.67,3673.28,3676.95,1207
2026-09-14T13:55:00Z,3676.95,3680.73,3673.13,3676.91,1216
2026-09-14T14:00:00Z,3676.91,3680.79,3672.99,3676.87,1224
2026-09-14T14:05:00Z,3676.87,3680.86,3672.85,3676.84,1231
2026-09-14T14:10:00Z,3676.84,3680.93,3672.73,3676.82,1238
2026-09-14T14:15:00Z,3676.82,3681.00,3672.62,3676.81,1245
2026-09-14T14:20:00Z,3676.81,3681.08,3672.53,3676.80,1251
2026-09-14T14:25:00Z,3676.80,3681.17,3672.44,3676.81,1257
2026-09-14T14:30:00Z,3676.81,3681.27,3672.36,3676.82,1262
2026-09-14T14:35:00Z,3676.82,3681.37,3672.29,3676.84,1266
2026-09-14T14:40:00Z,3676.84,3681.47,3672.24,3676.87,1270
2026-09-14T14:45:00Z,3676.87,3681.57,3672.20,3676.90,1273
2026-09-14T14:50:00Z,3676.90,3681.68,3672.17,3676.95,1276
2026-09-14T14:55:00Z,3676.95,3681.79,3672.16,3677.00,1278
2026-09-14T15:00:00Z,3677.00,3681.90,3672.17,3677.07,1280
2026-09-14T15:05:00Z,3677.07,3682.02,3672.19,3677.14,1281
2026-09-14T15:10:00Z,3677.14,3682.13,3672.22,3677.21,1281
2026-09-14T15:15:00Z,3677.21,3682.25,3672.27,3677.30,1281
2026-09-14T15:20:00Z,3677.30,3682.37,3672.33,3677.40,1281
2026-09-14T15:25:00Z,3677.40,3682.49,3672.41,3677.50,1280
2026-09-14T15:30:00Z,3677.50,3682.61,3672.50,3677.61,1278
2026-09-14T15:35:00Z,3677.61,3682.73,3672.61,3677.73,1276
2026-09-14T15:40:00Z,3677.73,3682.85,3672.73,3677.86,1273
2026-09-14T15:45:00Z,3677.86,3682.98,3672.87,3677.99,1269
2026-09-14T15:50:00Z,3677.99,3683.10,3673.03,3678.14,1266
2026-09-14T15:55:00Z,3678.14,3683.23,3673.19,3678.29,1261
2026-09-14T16:00:00Z,3678.29,3683.36,3673.38,3678.45,1256
2026-09-14T16:05:00Z,3678.45,3683.49,3673.57,3678.61,1251
2026-09-14T16:10:00Z,3678.61,3683.62,3673.78,3678.79,1245
2026-09-14T16:15:00Z,3678.79,3683.75,3674.01,3678.97,1238
2026-09-14T16:20:00Z,3678.97,3683.88,3674.25,3679.16,1232
2026-09-14T16:25:00Z,3679.16,3684.02,3674.50,3679.36,1224
2026-09-14T16:30:00Z,3679.36,3684.15,3674.77,3679.56,1217
2026-09-14T16:35:00Z,3679.56,3684.29,3675.05,3679.77,1208
2026-09-14T16:40:00Z,3679.77,3684.43,3675.34,3679.99,1200
2026-09-14T16:45:00Z,3679.99,3684.57,3675.64,3680.22,1191
2026-09-14T16:50:00Z,3680.22,3684.72,3675.96,3680.45,1182
2026-09-14T16:55:00Z,3680.45,3684.86,3676.28,3680.69,1172
2026-09-14T17:00:00Z,3680.69,3685.01,3676.62,3680.94,1162
2026-09-14T17:05:00Z,3680.94,3685.16,3676.96,3681.19,1152
2026-09-14T17:10:00Z,3681.19,3685.32,3677.32,3681.45,1141
2026-09-14T17:15:00Z,3681.45,3685.47,3677.69,3681.71,1131
2026-09-14T17:20:00Z,3681.71,3685.63,3678.06,3681.98,1120
2026-09-14T17:25:00Z,3681.98,3685.80,3678.45,3682.26,1108
2026-09-14T17:30:00Z,3682.26,3685.97,3678.84,3682.54,1097
2026-09-14T17:35:00Z,3682.54,3686.14,3679.23,3682.83,1085
2026-09-14T17:40:00Z,3682.83,3686.32,3679.64,3683.12,1074
2026-09-14T17:45:00Z,3683.12,3686.50,3680.05,3683.42,1062
2026-09-14T17:50:00Z,3683.42,3686.77,3680.38,3683.73,1050
2026-09-14T17:55:00Z,3683.73,3687.20,3680.56,3684.03,1038
2026-09-14T18:00:00Z,3684.03,3687.63,3680.76,3684.35,1026
2026-09-14T18:05:00Z,3684.35,3688.06,3680.95,3684.67,1020
2026-09-14T18:10:00Z,3684.67,3688.50,3681.16,3684.99,1034
2026-09-14T18:15:00Z,3684.99,3688.93,3681.37,3685.31,1048
2026-09-14T18:20:00Z,3685.31,3689.38,3681.58,3685.64,1062
2026-09-14T18:25:00Z,3685.64,3689.82,3681.80,3685.98,1076
2026-09-14T18:30:00Z,3685.98,3690.26,3682.03,3686.31,1090
2026-09-14T18:35:00Z,3686.31,3690.70,3682.27,3686.65,1103
2026-09-14T18:40:00Z,3686.65,3691.14,3682.51,3687.00,1117
2026-09-14T18:45:00Z,3687.00,3691.59,3682.76,3687.35,1130
2026-09-14T18:50:00Z,3687.35,3692.03,3683.02,3687.69,1143
2026-09-14T18:55:00Z,3687.69,3692.46,3683.28,3688.05,1156
2026-09-14T19:00:00Z,3688.05,3692.90,3683.55,3688.40,1169
2026-09-14T19:05:00Z,3688.40,3693.33,3683.83,3688.76,1181
2026-09-14T19:10:00Z,3688.76,3693.76,3684.12,3689.12,1193
2026-09-14T19:15:00Z,3689.12,3694.18,3684.41,3689.48,1205
2026-09-14T19:20:00Z,3689.48,3694.60,3684.71,3689.84,1216
2026-09-14T19:25:00Z,3689.84,3695.02,3685.02,3690.20,1228
2026-09-14T19:30:00Z,3690.20,3695.43,3685.34,3690.56,1238
2026-09-14T19:35:00Z,3690.56,3695.83,3685.66,3690.93,1249
2026-09-14T19:40:00Z,3690.93,3696.23,3685.99,3691.29,1259
2026-09-14T19:45:00Z,3691.29,3696.62,3686.33,3691.66,1268
2026-09-14T19:50:00Z,3691.66,3697.01,3686.68,3692.03,1277
2026-09-14T19:55:00Z,3692.03,3697.39,3687.03,3692.39,1286
